Point Number,Latitude,Longitude
2,35.12009280017,129.10164480031
3,35.12009280034,129.10164480062
4,35.12009280051,129.10164480093
5,35.12009280068,129.10164480124
6,35.12009280085,129.10164480155
7,35.12009280102,129.10164480186
8,35.12009280119,129.10164480217
9,35.12009280136,129.10164480248
10,35.12009280153,129.10164480279
11,35.1200928017,129.1016448031
12,35.12009280187,129.10164480341
13,35.12009280204,129.10164480372
14,35.12009280221,129.10164480403
15,35.12009280238,129.10164480434
16,35.12009280255,129.10164480465
17,35.12009280272,129.10164480496
18,35.12009280289,129.10164480527
19,35.12009280306,129.10164480558
20,35.12009280323,129.10164480589
21,35.1200928034,129.1016448062
22,35.12009280357,129.10164480651
23,35.12009280374,129.10164480682
24,35.12009280391,129.10164480713
25,35.12009280408,129.10164480744
26,35.12009280425,129.10164480775
27,35.12009280442,129.10164480806
28,35.12009280459,129.10164480837
29,35.12009280476,129.10164480868
30,35.12009280493,129.10164480899
31,35.1200928051,129.1016448093
32,35.12009280527,129.10164480961
33,35.12009280544,129.10164480992
34,35.12009280561,129.10164481023
35,35.12009280578,129.10164481054
36,35.12009280595,129.10164481085
37,35.12009280612,129.10164481116
38,35.12009280629,129.10164481147
39,35.12009280646,129.10164481178
40,35.12009280663,129.10164481209
41,35.1200928068,129.1016448124
42,35.12009280697,129.10164481271
43,35.12009280714,129.10164481302
44,35.12009280731,129.10164481333
45,35.12009280748,129.10164481364
46,35.12009280765,129.10164481395
47,35.12009280782,129.10164481426
48,35.12009280799,129.10164481457
49,35.12009280816,129.10164481488
50,35.12009280833,129.10164481519
51,35.1200928085,129.1016448155
52,35.12009280867,129.10164481581
53,35.12009280884,129.10164481612
54,35.12009280901,129.10164481643
55,35.12009280918,129.10164481674
56,35.12009280935,129.10164481705
57,35.12009280952,129.10164481736
58,35.12009280969,129.10164481767
59,35.12009280986,129.10164481798
60,35.12009281003,129.10164481829
61,35.1200928102,129.1016448186
62,35.12009281037,129.10164481891
63,35.12009281054,129.10164481922
64,35.12009281071,129.10164481953
65,35.12009281088,129.10164481984
66,35.12009281105,129.10164482015
67,35.12009281122,129.10164482046
68,35.12009281139,129.10164482077
69,35.12009281156,129.10164482108
70,35.12009281173,129.10164482139
71,35.1200928119,129.1016448217
72,35.12009281207,129.10164482201
73,35.12009281224,129.10164482232
74,35.12009281241,129.10164482263
75,35.12009281258,129.10164482294
76,35.12009281275,129.10164482325
77,35.12009281292,129.10164482356
78,35.12009281309,129.10164482387
79,35.12009281326,129.10164482418
80,35.12009281343,129.10164482449
81,35.1200928136,129.1016448248
82,35.12009281377,129.10164482511
83,35.12009281394,129.10164482542
84,35.12009281411,129.10164482573
85,35.12009281428,129.10164482604
86,35.12009281445,129.10164482635
87,35.12009281462,129.10164482666
88,35.12009281479,129.10164482697
89,35.12009281496,129.10164482728
90,35.12009281513,129.10164482759
91,35.1200928153,129.1016448279
92,35.12009281547,129.10164482821
93,35.12009281564,129.10164482852
94,35.12009281581,129.10164482883
95,35.12009281598,129.10164482914
96,35.12009281615,129.10164482945
97,35.12009281632,129.10164482976
98,35.12009281649,129.10164483007
99,35.12009281666,129.10164483038
100,35.12009281683,129.10164483069
101,35.120092817,129.101644831
102,35.12009281717,129.10164483131
103,35.12009281734,129.10164483162
104,35.12009281751,129.10164483193
105,35.12009281768,129.10164483224
106,35.12009281785,129.10164483255
107,35.12009281802,129.10164483286
108,35.12009281819,129.10164483317
109,35.12009281836,129.10164483348
110,35.12009281853,129.10164483379
111,35.1200928187,129.1016448341
112,35.12009281887,129.10164483441
113,35.12009281904,129.10164483472
114,35.12009281921,129.10164483503
115,35.12009281938,129.10164483534
116,35.12009281955,129.10164483565
117,35.12009281972,129.10164483596
118,35.12009281989,129.10164483627
119,35.12009282006,129.10164483658
120,35.12009282023,129.10164483689
121,35.1200928204,129.1016448372
122,35.12009282057,129.10164483751
123,35.12009282074,129.10164483782
124,35.12009282091,129.10164483813
125,35.12009282108,129.10164483844
126,35.12009282125,129.10164483875
127,35.12009282142,129.10164483906
128,35.12009282159,129.10164483937
